CUP
I43D16000100003
I33D16000030003
I33D16000040003
I53D16000020003
I93D16000000003
I33D16000050003
I13D16000000003
I43D16000110003
I93D16000020003
I13D16000010003
I93D16000040003
I23D16000120003
I23D16000050003
I23D16000020003
I43D16000120003
I93D16000050003
I93D16000060003
I93D16000070003
I13D16000020003
I53D16000030003
I93D16000080003
I23D16000030003
I23D16000040003
I93D16000010003
I23D16000060003
I43D16000130003
I73D16000000003
I33D16000070003
I53D16000040003
I63D16000070003
I53D16000050003
I53D16000060003
I53D16000080003
I83D16000020003
I73D16000010003
I73D16000060003
I33D16000080003
I13D16000030003
I73D16000070003
I13D16000040003
I43D16000160003
I23D16000070003
I43D16000170003
I73D16000030003
I43D16000140003
I73D16000030003
I33D16000100003
I73D16000020003
I43D16000150003
I43D16000190003
I83D16000030003
I53D16000070003
I23D16000110003
I13D16000070003
I23D16000090003
I73D16000040003
I43D16000180003
I93D16000130003
I73D16000050003
E16D15008410009
E16D15008420009
000
000
I74E15000520003
000
000
000
000
000
000
000
000
000
000
000
000
000
000
000
000
000
000
000
000
000
000
0000
000
000
000
000
000
000
000
000
000
000
000
000
000
000
000
000
000
000
000
ooo
000
000
000
000
000
000
000
000
000
000
0000
0000
0000
0000
0000
0000
F14H16001200009
F14H16001180009
F74H16001620009
F24H16001050009
F94H16001120003
F84H16001960009
F14H16001190009
F14H16001210009
F44H16001060009
F44H16001070009
F24H16001040009
F44H16001080003
F84H16001940009
F74H16001630009
F84H16001950009
F84H16001970009
F44H16001090009
F44H16001100009
F64H16001210003
F44H16001110003
F84H16001980009
F74H16001670009
F74H16001660009
F74H16001640009
F34H16001460009
F34H16001470009
F34H16001450009
F84H16002020009
F84H16002000009
F44H16001140003
F14H16001220009
F74H16001650009
F64H16001230009
F84H16002010005
F14H16001230009
F64H16001240009
F84H16002030009
F84H16002050009
F44H16001170003
F64H16001250005
F34H16001500009
F54H16001000009
F84H16002040009
F44H16001150009
F44H16001160003
F24H16001070009
F14H16001240009
F34H16001480009
F14H16001250009
F14H16001260009
F34H16001490009
F84H16002060009
F24H16001080009
I83G16000320005
I83G16000320005
I83G16000320005
I83G16000320005
I83G16000320005
B93D15001160008
B43D15001150008
B63D15001630008
B48I15000110008
B48I15000120008
B48I15000130008
B53D15000810008
B63D15001620008
0
E83D16001940002
E83D16001940002
E83D16001940002
E83D16001940002
E83D16001940002
E83D16001940002
E83D16001940002
E83D16001940002
E83D16001940002
E83D16001940002
E83D16001940002
E83D16001940002
E83D16001940002
E83D16001940002
E83D16001940002
E83D16001940002
E83D16001940002
E83D16001940002
E83D16001940002
E83D16001940002
E83D16001940002
E83D16001940002
E83D16001940002
E83D16001940002
E83D16001940002
E83D16001940002
E83D16001940002
E83D16001940002
E83D16001940002
B33D16005570003
B83D16003060003
B83D16003100003
B23D16002860003
B53D1600272003
B93D16003840003
B93D16003890003
B53D16002740003
B23D16002850003
B53D16002770003
B66G16000780002
B66G16000770002
B66G1600076002
B66G16000740002
B24E16000340003
B74E16000550003
B94E16000480003
B24E16000350003
B84E16000430003
B74E16000710003
B34E16000670003
B84E16000440003
B74E16000830003
B94E16000540003
B34E16000680003
B74E16000720003
B74E16000730003
B94E16000550003
B24E16000410003
B74E16000770003
B94E16000580003
B34E16000690003
B74E16000780003
B34E16000700003
B94E16000600003
E74E16001500003
E94E16001820003
E44E16002120003
E94E16001840003
E24E16001830003
E24E16001840003
E84E16001650003
E24E16001850003
E94E16001830003
E74E16001510003
E44E16002130003
E74E16001520003
E44E16002140003
E64E16001600003
E24E16001870003
E14E16001700003
E34E16001510003
E84E16001660003
E14E16001680003
E94E16001850003
E94E16001860003
E74E16001550003
E94E16001880003
E84E16001670003
E24E16001880003
E94E16001890003
E94E16001870003
E64E16001610003
E64E16001620003
E14E16001690003
E44E16002160003
E14E16001710003
E34E16001520003
E24E16001890003
E64E16001630003
E44E16002170003
E14E16001720003
E54E16001060003
E64E16001640003
E74E16001570003
E74E16001560003
E64E16001650003
E14E16001730003
E94E16001900003
E24E16001900003
E64E16001660003
E14E16001740003
E84E16001690003
E44E16002180003
E24E16001910003
E34E16001540003
E84E16001680003
E94E16001910003
E34E16001530003
E94E16001920003
E24E16001920003
E84E16001710003
E34E16001590003
E64E16001670003
E24E16001930003
E54E16001070003
E34E16001550003
E64E16001680003
E24E16001940003
E34E16001560003
E44E16002190003
E34E16001570003
E64E16001690003
E24E16001950003
E64E16001700003
E64E16001710003
E34E16001600003
E94E16001950003
E94E16001930003
E74E16001580003
E84E16001700003
E84E16001720003
E94E16001940003
E34E16001580003
E64E16001720003
E84E16001730003
E94E16001960003
E84E16001750003
E84E16001740003
E94E16001980003
E84E16001760003
E44E16002200003
E64E16001730003
E24E16001960003
E94E16001970003
E84E16001770003
E94E16001990003
E24E16001970003
E64E16001740003
E64E16001750003
B88G14000540001
B28G14000570001
B24E16000430003
B74E16000790003
B74E16000810003
B94E16000590003
B74E16000760003
B14E16000430003
B34E16000710003
B74E16000800003
E44H16000960009
B24E16000420003
B84E16000450003
E47B14000440009
E47B14000440009
E47B14000440009
E47B14000440009
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
E94B16000150007
E56G16001690003
e98i16000130007
E98I16000140003
I87H16000280007
E98I16000140003
E39D15004870003
E93D16002210007
E53D16001760009
E43D16002080009
E53D16001680009
E53D16001700009
E53D16001690009
E87B16001180007
E87B16001180007
E87B16001180007
n.d.
n.d.
n.d.
E63D16002600009
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E83G15007720008
n.d.
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
n.d.
E87B16001180007
E87B16001180007
n.d.
n.d.
0000
0000
0000
0000
E88I16000070009
n.d.
E68I16000120009
0000
0000
n.d.
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
E87B16001180007
I74E15000560003
I14E15001000003
I44E15000760003
I34E15000970003
I54E15000970003
I84E15000730003
I94E15001840003
I94E15001830003
I94E15001720003
I94E15001700003
I24E15000920003
I94E15001930003
E56D15005790009
E16D15008390009
E16D1500840009
E46D15006170009
I94E15001470003
I64E15000880003
0000
F13D16000630009
F13D16000620009
F33D16000480009
F13D16000690009
F13D16000730009
F63D16000540009
F43D16000770009
F53D16000500009
F43D16000820009
F13D16000700009
F43D16000660009
F43D16000780009
F43D16000740009
F43D16000800009
F73D16000530009
F43D16000830009
F63D16000550009
F33D16000460009
F43D16000680009
F43D16000750009
F53D16000510009
F13D16000600009
F43D16000810009
F63D16000630009
F73D16000490009
F33D16000510009
F13D16000710009
F63D16000620009
F33D16000470009
F43D16000710009
F43D16000720009
F13D16000640009
F13D16000610009
F13D16000750009
F43D16000790009
F43D16000730009
F43D16000760009
F13D16000720009
F63D16000640009
F73D16000520009
F43D16000670009
F53D16000530009
F63D16000530009
F23D16000240009
E41B16000580003
F93D16001380009
E44H13000240009
B53D16000860003
B43D16001150003
B43D16001160003
B53D16000880003
B63D16000910003
B23D16000970003
B33D16002590003
B83D16000700003
B53G16000360003
B23D16001070003
B23D16001020003
B83D16000690003
B23D16001030003
B83D16000710003
B83D16000720003
B83G16000390003
B53D16000870003
B63D16000990003
B33D16002700003
B73D15001130003
C23D15001510003
C13D15002820003
C13D15002830003
C33D15002140003
C33D15002160003
C33D15002150003
C33D15002170003
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
C73D16000650003
C13D16000820003
C13D16000840003
C83D16000710003
C73D16000710003
C13D16000880003
C63D16001210003
C13D16000860003
C73D16000640003
C13D16000830003
C73D16000660003
C33D16000860003
C33D16000870003
C13D16000850003
C73D16000700003
C13D16000870003
C73D16000720003
C13D16000890003
C13D16000900003
C13D16000910003
C13D16000920003
D59G17000510001
B36J15003020001
E43G16000410003
E59D16000380003
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
B39D14007040001
n.d.
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
E78I16000050009
E78I16000050009
E78I16000050009
n.d.
n.d.
E47H16001520009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
J43D15001210009
E58I16000110009
E88I16000020009
E38I16000080009
E38I16000080009
E38I16000080009
E38I16000080009
0
0
0
0
0
07.15
07.09
07.09
E49D1600144005
E49D1600144005
E49D1600144005
E49D1600144005
E49D1600144005
E49D1600144005
E49D1600144005
E49D1600144005
E49D1600144005
E49D1600144005
E49D1600144005
E49D1600144005
E49D1600144005
07.09
0000
000
0000
0000
000
000000016132017
0000001613/2017
0000003610/2016
0000006224/2016
0000006224/2016
0000006224/2016
0000006224/2016
0000003610/2016
0000003490/2016
0000003490/2016
0000006224/2016
0000006224/2016
0000006224/2016
0000006224/2016
0000003603/2016
0000003603/2016
0003603/2016
0000006242/2016
0000006242/2016
0000003586/2016
0000003586/2016
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
