CUP
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
000
0000
000
0000001613/2017
0000006224/2016
NON APPLICABILE
NON APPLICABILE
NON APPLICABILE
0000003490/2016
000
0000003490/2016
0000003586/2016
0000003586/2016
0000003490/2016
0000003598/2016
0000001613/2017
0000003608/2016
0000003608/2016
0000003608/2016
0000003608/2016
000
00
NON APPLICABILE
NON APPLICABILE
NON APPLICATO
NON APPLICABILE
NON APPLICABILE
E43G17000670007
B73D10001010003
NON APPLICABILE
000000
NON APPLICABILE
non applicabile
0
0
000000000000000
0
000000000000000
NON APPLICABILE
NON APPLICABILE
0
NON APPLICABILE
B17H10002630003
NON APPLICABILE
B17H10002640003
E47B17000650007
NON APPLICABILE
E27B17000200007
D58I17002240009
D58I17002500009
D58I17002550009
D58I17002570009
B83D17000720003
0
non applicabile
D58I17002430009
D58I17002380009
D58I17002470009
D58I17002650009
D58I17002260009
D58I17002280009
D58I17002300009
D58I17002270009
D58I17002450009
D58I17002490009
D89G17000920003
non applicabile
0000
NON APPLICABILE
NON APPLICABILE
D58I17002400009
D58I17002580009
D58I17002370009
D58I17002310009
D58I17002360009
D58I17002340009
D58I17002330009
D58I17002420009
D58I17002410009
D58I17002200009
D58I17002620009
000000000000000
D58I17002540009
D58I17002640009
D58I17002590009
000000000000000
D58I17002230009
B83G17000470003
D58I17002390009
D58I17002560009
D58I17002520009
D58I17002460009
D58I17002630009
D58I17002320009
D58I17002250009
D58I17002210009
D58I17002600009
D58I17002220009
D58I17002440009
D58I17002510009
D58I17002480009
D58I17002610009
D58I17002530009
D58I17002350009
D58I17002290009
D58I17001080009
B1.3 B3.2
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
0000
00000
G27B17000180008
D58I17000270009
G97B17000110008
G57B17000120008
G67B17000180008
G17B17000200008
000
G77B17000190008
G87B17000160008
G87B17000170008
0000003490/2016
0000003608/2016
0000003608/2016
0000003608/2016
0000003608/2016
0000003608/2016
0000003603/2016
0000003608/2016
G87B17000180008
non applicabile
non applicabile
non applicabile
non applicabile
0000003608/2016
0000003608/2016
0000003608/2016
0000003608/2016
0000003608/2016
0000003608/2016
0000003608/2016
G73D17000190006
G83D17000120006
0000003603/2016
E83D16003080007
E33D16003570007
E23D16002860007
E33D16003510007
E63J17000240007
E53D16003080007
E93D16003910007
E33D16003630007
E53J17000110007
E53D16003220007
E83D16002960007
0000003608/2016
E63G17001500007
NON APPLICABILE
D29G17001230002
D29G17001360002
D29G17001138000
D99G16003320002
D19D17000820002
D79D17001050002
D89G16001860003
D59D17001560002
D29D17001610002
E13D16003460007
E53D16003090007
E13D16003480007
E83D16002920007
E83D16003070007
E23D16002870007
E83D16002890007
E63D16003850007
E63D16003820007
E83D16002880007
E83D16003050007
E83D16002970007
E83D16003200007
E23D16002930007
E63D16004010007
E83J17000230007
E63D16003870007
E93D16003710007
E63D16003800007
E63D16003860007
E83D16003280007
E93D16003780007
E83D16003020007
E93D16003940007
E93D16003760007
E63D16004000007
E83D16003230007
E73D16002610007
E93D16003930007
E93D16003690007
F83G17000280002
F83G17000280002
F83G17000280002
F83G17000280002
F83G17000280002
F83G17000280002
F83G17000280002
F83G17000280002
F83G17000280002
F83G17000280002
F83G17000280002
F83G17000280002
F83G17000280002
F83G17000280002
F83G17000280002
F83G17000280002
F83G17000280002
F83G17000280002
F83G17000280002
F83G17000280002
F83G17000280002
F83G17000280002
D89D17001260002
G77B17000270008
G27B17000190008
G47B17000130008
G87B17000190008
NON APPLICABILE
E13D16003470007
B39G17000470005
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
G37B17000550008
G57B17000140008
G47B17000140008
G17B17000220008
G17B17000230008
G37B17000560008
G87B17000200008
E84E17001830003
E24E17001590003
E44E17002990003
E14E17001700003
E84E17001840003
E44E17003010003
E44E17003000003
E34E17001780003
E24E17001550003
E24E17001560003
E24E17001570003
E84E17001850003
E64E17001660003
E24E17001580003
E24E17001600003
E44E17003020003
E64E17001680003
E24E17001620003
E24E17001610003
E94E17001670003
E94E17001680003
E84E17001870003
E54E17000930003
E64E17001670003
E94E17001690003
E14E17001710003
E94E17001700003
E24E17001630003
E84E17001880003
E34E17001790003
E64E17001690003
E94E17001710003
E44E17003030003
E14E17001720003
E94E17001720003
E24E17001640003
E34E17001800003
E24E17001650003
E94E17001730003
E24E17001660003
E84E17001890003
E44E17003040003
E24E17001700003
E94E17001740003
E64E17001700003
E34E17001810003
E24E17001670003
E24E17001680003
E64E17001710003
E84E17001900003
E24E17001710003
E14E17001730003
E44E17003060003
E44E17003050003
E84E17001910003
E44E17003070003
E84E17001920003
E24E17001720003
E84E17001950003
E84E17001930003
E44E17003080003
E14E17001740003
E84E17001940003
E24E17001730003
E84E17001960003
E44E17003090003
E64E17001720003
E74E17001490003
E44E17003100003
E24E17001740003
E34E17001820003
E74E17001500003
E94E17001760003
E84E17001970003
E64E17001730003
E94E17001770003
E14E17001750003
E24E17001750003
E74E17001510003
E14E17001760003
E14E17001770003
E54E17000940003
E34E17001830003
E74E17001520003
E74E17001530003
E74E17001540003
E44E17003110003
E64E17001740003
E24E17001760003
E84E17001980003
E74E17001550003
E74E17001560003
E74E17001570003
E44E17003120003
E84E17001990003
D58I17002680009
000000000000000
D58I17002690009
000000000000000
000000000000000
D58I17002690009
000000000000000
000000000000000
000000000000000
D58I17002690009
000000000000000
D58I17002700009
000000000000000
D58I17002660009
D58I17002660009
G17B17000240008
G37B17000590008
000000000000000
000000000000000
000000000000000
NON APPLICABILE
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
E24E17001770003
000000000000000
000000000000000
000000000000000
D58I17002660009
000000000000000
000000000000000
D58I17002710009
000000000000000
D58I17002670009
000000000000000
D58I17002670009
000000000000000
D58I17002670009
D58I17002670009
000000000000000
G97B17000140008
000000000000000
000000000000000
G87B17000210008
000000000000000
D58I17002670009
G17B17000250008
D58I17002670009
000000000000000
G15I17000030008
D58I17002670009
D58I17002670009
G87B17000220008
D58I17002720009
G37B17000600008
000000000000000
000000000000000
000000000000000
G17B17000280008
000000000000000
E95C17000080007
G97B17000150008
000000000000000
000000000000000
G37B17000620008
G87B17000230008
000000000000000
000000000000000
000000000000000
G77B17000280008
G77B17000290008
G67B17000200008
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
E16G17000430003
000000000000000
000000000000000
D29G17001100002
D29G17001160002
000000000000000
D89G17000620002
000000000000000
000000000000000
D89G17000660002
000000000000000
G37B17000630008
000000000000000
000000000000000
G47B17000150008
G37B17000650008
000000000000000
G67B17000210008
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
B89G17000850005
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
F69G17000220003
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
00000
00000
D59G17000680002
D59G17000690002
0
D69G17000720002
D19G17001430002
D39G17000960002
D49G17000860002
E63D17001080007
000000000000000
000000000000000
000000000000000
00000
000000000000000
00000
000000000000000
000000000000000
0
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
G37B17000870008
000000000000000
G67B17000220008
000000000000000
000000000000000
000000000000000
000000000000000
D19G17001100002
000000000000000
D29G17000730002
00000
D69G17000620002
000000000000000
D89G17000530002
000000000000000
D39G17000940002
000000000000000
D79D17001030002
000000000000000
D29G17001060002
000000000000000
D29G17001050002
D19G17001440002
000000000000000
D79D17001040002
000000000000000
000000000000000
D29G17000920002
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
D19G17001060002
000000000000000
D79G16001360002
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
D99G17001290002
000000000000000
000000000000000
G37B17000880008
G27B17000240008
000000000000000
G47B17000160008
000000000000000
000000000000000
G37B17000890008
G37B17000900008
G97B17000160008
G67B17000230008
G17B17000380008
E67H16001360007
E67H16001430007
E97H16001500007
E57H16001530007
E77H16002000007
E97H16001670007
E87H16002020007
000000000000000
D29D17001750002
D39G17000760002
D39G17000750002
D39G17000740002
D29D17001600002
D99G17001800002
D79G17000510002
D99G17001170002
D89D17001170002
D89G17000510002
D69D17000940002
D49G17000590002
D89D17001240002
D39G17000530002
D39G17000250002
D39G17000730002
D99D17001960002
D99D17001970002
D99D17001980002
E97H16001700007
E97H16001540007
E67H16001470007
E37H16001610007
E67H16001660007
E17H16001760007
E57H16001470007
E97H16001530007
E67H16001490007
E97H16001830007
E27H16001310007
E97H16001810007
E47H16001710007
E37H16001640007
E37H16001650007
E37H16001730007
E37H16001850007
E67H16001460007
E47H16001770007
E17H16001680007
E27H16001290007
E87H16002050007
E27H16001190007
E27H16001250007
E37H16001590007
E67H16001320007
E97H16001570007
E37H16001870007
E37H16001680007
E67H16001510007
E67H16001440007
E67H16001310007
E97H16001620007
E67H16001600007
E67H16001730007
E67H16001500007
G77B17000310008
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
D49D17000850002
000000000000000
000000000000000
D79D17000870002
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
D29G17001370002
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
00000
000000000000000
E85C17000020007
000000000000000
000000000000000
E15C17000050007
000000000000000
000000000000000
000000000000000
000000000000000
E15C17000090007
000000000000000
E25C17000040007
000000000000000
000000000000000
D29G17001390002
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
E25C16000020007
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
G67B17000240008
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
G27B17000250008
G87B17000250008
000000000000000
000000000000000
000000000000000
000000000000000
G27B17000260008
G77B17000320008
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
0
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
G17B17000390008
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
0000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
NON APPLICABILE
NON APPLICABILE
NON APPLICABILE
D49G17000810002
D59G17000450002
D99G17001610002
D69G17000730002
D39G17000860002
D19G17001470002
D49G17000800002
D99G17001630002
D19G17001480002
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
000000000000000
D39G17000950002
D19G17001450002
D29G17001400002
07.20
D69G17000600002
D39G17000980002
d19g17000960002
D19G17000630002
D99G17001460002
D99G17001300002
D99G17001310002
D99G17001670002
D29G17001170002
D19G17001460002
000
non applicabile
D49G17000890002
D39G17000990002
00
00
D99D17002080002
0
D89D17000960002
D69D17000680002
D79D17001080002
D59D17001640002
D79D17001060002
D99D17001950002
D39D17001340002
NON APPLICABILE
D29D17001890002
NON APPLICABILE
D29D17001900002
D29D17001880002
D29D17001830002
D29D17001830002
D99G16003370002
D19G16002560002
D99D17002100002
D29D17001840002
D89D17001300002
D79D17001070002
C94B16000270008
000000000000000
000000000000000
000000000000000
00
000000000000000
000000000000000
00
000000000000000
000000000000000
F84E17000600003
F64E17000210003
F44E17000540003
F44E17000550003
F24E17000250003
F14E17000550003
F44E17000590003
F84E17000610003
F44E17000580003
F44E17000560003
F44E17000600003
F44E17000610003
F94E17000560003
00
00
00
00
0000
00
D29D17001920002
D19D17000930002
D19D17000830002
D49D17000800002
D29D17001190002
D29D17001180002
D99D17002030002
D29D17001760002
G97B17000170008
F44E17000510003
F84E17000590003
F44E17000520003
F44E17000530003
F54E17000150003
00
D99G17001690002
D19G17001490002
D69G17000740002
D29G1700141000
D49G1700090000
D79G17000660002
D69G17000750002
D69G17000760002
D79G17000670002
D99G17001700002
D89G17000750002
D89G17000760002
C53J16000090008
00
E89D15002590008
0
G87B17000290008
G37B17000910008
G27B17000270008
NON APPLICABILE
G87B17000300008
G87B17000310008
G77B17000360008
G43J17000290006
G53J17000260006
G43J17000300006
G73J17000490006
G63J17000690006
G43J17000310006
E49D15002700008
E49D15002700008
G77B17000350008
G67B17000260008
